"Key","GivenName","FamilyName","Population","Title","Department","Enabled","MfaEnabled","BadgeId","Contractor","Entitlements","Groups","Tier","Purpose"
"joell","Joel","Lachance","staff","Accountant","Accounting","TRUE","FALSE","B-3141","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Accounting)"
"johne","John","John","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3142","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"junc","Jun","Cao","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3143","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"tonyw","Tony","Wang","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3144","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"kennetc","Kenneth","Cools","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3145","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"stevem","Steve","Masters","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3146","FALSE","","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"lubork","Lubor","Kollar","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3147","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"michael","Michael","Ludwig","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3148","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"michal1","Michael","Lund","staff","Strategy Consultant","Strategy Consulting","TRUE","FALSE","B-3149","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"michaes","Michael","Sullivan","staff","Strategy Consultant","Strategy Consulting","TRUE","FALSE","B-3150","FALSE","","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"rayc","Ray","Chow","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3151","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"dianeg","Diane","Glimp","staff","Content Management Consultant","Content Management Consulting","TRUE","TRUE","B-3152","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Content Management Consulting)"
"kenm","Ken","Malcolmson","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3153","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"manueam","Manueal","Machado","staff","Senior Project Manager","Project Management","TRUE","TRUE","B-3154","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"lucad","Luca","Dellamore","staff","Salesperson","Sales","TRUE","TRUE","B-3155","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"ivos","Ivo","Salmre","staff","Project Manager","Project Management","TRUE","TRUE","B-3156","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"howardg","Howard","Gonzalez","contractors","Salesperson","Sales","TRUE","TRUE","B-3157","FALSE","wiki","contractors","Bulk","Bulk directory volume (Sales)"
"elizaba","Elizabeth","Andersen","staff","Salesperson","Sales","TRUE","FALSE","B-3158","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"denisd","Denis","Dehenne","staff","Project Manager","Project Management","TRUE","TRUE","B-3159","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"davidw","David","Wright","staff","Salesperson","Sales","TRUE","FALSE","B-3160","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"chrisb","Chris","Barry","contractors","Project Manager","Project Management","TRUE","TRUE","B-3161","FALSE","wiki","contractors","Bulk","Bulk directory volume (Project Management)"
"aylak","Ayla","Kol","staff","Project Manager","Project Management","TRUE","FALSE","B-3162","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"alisal","Alisa","Lawyer","staff","Project Manager","Project Management","TRUE","FALSE","B-3163","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"simonr","Simon","Rapier","staff","Senior Project Manager","Project Management","TRUE","TRUE","B-3164","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"robb","Rob","Barker","staff","Project Manager","Project Management","TRUE","FALSE","B-3165","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"hazema","Hazem","Abolrous","staff","Salesperson","Sales","TRUE","TRUE","B-3166","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"nedf","Ned","Friend","staff","Project Manager","Project Management","TRUE","FALSE","B-3167","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"richart","Richard","Tupy","staff","Project Manager","Project Management","TRUE","TRUE","B-3168","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"donf","Don","Funk","staff","Project Manager","Project Management","TRUE","TRUE","B-3169","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"daven","Dave","Natsuhara","staff","Project Manager","Project Management","TRUE","FALSE","B-3170","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"christr","Christian","Rytt","partners","Project Manager","Project Management","TRUE","TRUE","B-3171","FALSE","","partners","Bulk","Bulk directory volume (Project Management)"
"tedb","Ted","Bremer","staff","Business Process Manager","Project Management","TRUE","FALSE","B-3172","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"seanp","Sean","Purcell","staff","Business Process Manager","Project Management","TRUE","TRUE","B-3173","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"raym","Ray","Mohrman","staff","Senior Project Manager","Project Management","TRUE","TRUE","B-3174","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"miket","Mike","Tiano","staff","Business Process Manager","Project Management","TRUE","TRUE","B-3175","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"margara","Margaret","Au","staff","Business Process Manager","Project Management","TRUE","FALSE","B-3176","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"jespera","Jesper","Aaberg","staff","Project Manager","Project Management","TRUE","FALSE","B-3177","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"dannio","Danni","Ortman","staff","Senior Project Manager","Project Management","TRUE","TRUE","B-3178","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"andyj","Andy","Jacobs","staff","Senior Project Manager","Project Management","TRUE","TRUE","B-3179","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"mchielw","Mchiel","Wories","staff","Procurement Manager","Operations","TRUE","FALSE","B-3180","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"nuriag","Nuria","Gonzalez","staff","Senior Project Manager","Project Management","TRUE","TRUE","B-3181","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"tyc","Ty","Carlson","staff","Salesperson","Sales Engagement Management","TRUE","FALSE","B-3182","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"cassieh","Cassie","Hicks","staff","Director of Client Services","Senior Management","TRUE","FALSE","B-3183","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Senior Management)"
"seanc","Sean","Chai","staff","Director of Affiliate Marketing and Partnerships","Senior Management","TRUE","TRUE","B-3184","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Senior Management)"
"toddr","Todd","Rowe","staff","Sr. Media Planner","Senior Management","TRUE","FALSE","B-3185","FALSE","","all-staff","Bulk","Bulk directory volume (Senior Management)"
"tail","Tai","Lee","staff","President of Services","CVP of IT","TRUE","FALSE","B-3186","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (CVP of IT)"
"gregw","Greg","Winston","staff","President of Management","Senior Management","TRUE","FALSE","B-3187","FALSE","","all-staff","Bulk","Bulk directory volume (Senior Management)"
"sanjays","Sanjay","Shah","staff","Chief of Technical Strategy","Executive","TRUE","FALSE","B-3188","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Executive)"
"tonip","Toni","Poe","staff","Chief of Partnerships and Strategy","Executive","TRUE","TRUE","B-3189","FALSE","","all-staff","Bulk","Bulk directory volume (Executive)"
"jimd","Jim","Daly","staff","CFO","Executive","TRUE","TRUE","B-3190","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Executive)"
"tomy","Tom","Youtsey","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3191","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"kerimh","Kerim","Hanif","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3192","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"jamier","Jamie","Reding","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3193","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"yex","Ye","Xu","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3194","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"markoz","Marko","Zajc","staff","Salesperson","Sales","TRUE","TRUE","B-3195","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"fabricc","Fabrice","Canel","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3196","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"pavels","Pavel","Simsa","staff","Salesperson","Sales","TRUE","FALSE","B-3197","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"vernettp","Vernette","Price","staff","Salesperson","Sales Engagement Management","TRUE","FALSE","B-3198","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"nates","Nate","Sun","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3199","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"tinam","Tina","Makovec","staff","Salesperson","Sales Engagement Management","TRUE","FALSE","B-3200","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"neilo","Neil","Orint","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3201","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"lukaa","Luka","Abrus","partners","Salesperson","Sales Engagement Management","TRUE","FALSE","B-3202","FALSE","","partners","Bulk","Bulk directory volume (Sales Engagement Management)"
"euang","Euan","Garden","staff","Salesperson","Sales Engagement Management","TRUE","FALSE","B-3203","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"eranh","Eran","Harel","staff","Salesperson","Sales","TRUE","FALSE","B-3204","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"michaeo","Michael","Ovesen","staff","Salesperson","Sales","TRUE","TRUE","B-3205","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"kima","Kim","Abercrombie","staff","Salesperson","Sales","TRUE","FALSE","B-3206","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"roby","Rob","Young","partners","IT Manager","Operations","TRUE","TRUE","B-3207","FALSE","","partners","Bulk","Bulk directory volume (Operations)"
"terrye","Terry","Earls","staff","Project Manager","Project Management","TRUE","FALSE","B-3208","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Project Management)"
"michaem","Michael","Mainer","staff","Manager","Operations","TRUE","FALSE","B-3209","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"svenb","Sven","Buck","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3210","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"ericg","Eric","Gruber","staff","Salesperson","Sales","TRUE","TRUE","B-3211","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"jellev","Jelle","Visser","staff","Procurement Manager","Operations","TRUE","TRUE","B-3212","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"erikg","Erik","Gubbels","staff","Salesperson","Sales","TRUE","TRUE","B-3213","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"dominip","Dominik","Paiha","staff","Salesperson","Sales","TRUE","FALSE","B-3214","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"danh","Dan","Hough","staff","Salesperson","Sales","TRUE","FALSE","B-3215","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"tinal","Tina","Lassila","staff","Salesperson","Sales","TRUE","FALSE","B-3216","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"nunof","Nuno","Farinha","contractors","Salesperson","Sales","TRUE","TRUE","B-3217","FALSE","wiki","contractors","Bulk","Bulk directory volume (Sales)"
"marus","Maru","Subrmani","staff","Salesperson","Sales","TRUE","TRUE","B-3218","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"marcf","Marc","Faerber","staff","Salesperson","Sales","TRUE","TRUE","B-3219","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"karif","Kari","Furse","staff","Salesperson","Sales","TRUE","FALSE","B-3220","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"karenb","Karen","Berg","staff","Sr. Account Manager","Senior Management","TRUE","TRUE","B-3221","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Senior Management)"
"iant","Ian","Tien","staff","HR Specialist","Human Resources","TRUE","FALSE","B-3222","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Human Resources)"
"scottg","Scott","Gode","staff","Salesperson","Sales","TRUE","FALSE","B-3223","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"ginab","Gina","Boyer","staff","Salesperson","Sales","TRUE","TRUE","B-3224","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"anneliz","Annelie","Zubar","staff","Salesperson","Sales","TRUE","FALSE","B-3225","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"davidb","David","Bossard","staff","Salesperson","Sales","TRUE","TRUE","B-3226","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"aliciat","Alicia","Thomber","staff","Salesperson","Sales","TRUE","TRUE","B-3227","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"marcelt","Marcelo","Truffat","staff","Salesperson","Sales","TRUE","FALSE","B-3228","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"tonym","Tony","Madigan","staff","Senior Engineer","Engineering Operations","TRUE","FALSE","B-3229","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"sunilk","Sunil","Koduri","staff","Senior Engineer","Engineering Operations","TRUE","FALSE","B-3230","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"simonp","Simon","Pearson","staff","Senior Engineer","Engineering Operations","TRUE","FALSE","B-3231","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"pauld","Paul","Duffy","staff","Senior Engineer","Engineering Operations","TRUE","FALSE","B-3232","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"katet","Kate","Taneyhill","contractors","Senior Engineer","Engineering Operations","TRUE","FALSE","B-3233","FALSE","wiki","contractors","Bulk","Bulk directory volume (Engineering Operations)"
"chrisg","Chris","Gray","staff","Senior Engineer","Engineering Operations","TRUE","TRUE","B-3234","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"stephed","Stephen","Deming","staff","Engineer","Engineering Operations","TRUE","TRUE","B-3235","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"olivief","Olivier","Fontana","staff","Engineer","Engineering Operations","TRUE","TRUE","B-3236","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"michelf","Michelle","Fredette","staff","Engineer","Engineering Operations","TRUE","TRUE","B-3237","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"arleneh","Arlene","Huff","staff","Strategy Consultant","Strategy Consulting","TRUE","TRUE","B-3238","FALSE","","all-staff","Bulk","Bulk directory volume (Strategy Consulting)"
"pieterw","Pieter","Wycoff","staff","Marketing Specialist","Marketing","TRUE","TRUE","B-3239","FALSE","","all-staff","Bulk","Bulk directory volume (Marketing)"
"erwinz","Erwin","Zischka","staff","Engineer","Engineering Operations","TRUE","TRUE","B-3240","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"lukask","Lukas","Keller","staff","Manager","Operations","TRUE","TRUE","B-3241","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"kene","Ken","Ewert","staff","Manager","Operations","TRUE","TRUE","B-3242","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"justint","Justin","Thorp","staff","Manager","Operations","TRUE","FALSE","B-3243","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"jong","Jon","Grande","staff","Manager","Operations","TRUE","TRUE","B-3244","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"job","Jo","Berry","staff","Manager","Operations","TRUE","TRUE","B-3245","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"hansg","Hans","Gufler","staff","Manager","Operations","TRUE","FALSE","B-3246","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"davidb1","David","Bradley","staff","Manager","Operations","TRUE","TRUE","B-3247","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"maried","Marie","Dubois","staff","IT Manager","Operations","TRUE","TRUE","B-3248","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"kevink","Kevin","Kennedy","staff","IT Manager","Operations","TRUE","TRUE","B-3249","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"kaia","Kai","Axford","staff","IT Manager","Operations","TRUE","TRUE","B-3250","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"manishc","Manish","Chopra","staff","Salesperson","Sales","TRUE","TRUE","B-3251","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"sunilu","Sunil","Uppal","staff","Public Relations Specialist","Marketing","TRUE","TRUE","B-3252","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"luisb","Luis","Bonifaz","staff","Salesperson","Sales","TRUE","FALSE","B-3253","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"kevinv","Kevin","Verboort","staff","Salesperson","Sales","TRUE","FALSE","B-3254","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"christj","Christian","Jene","staff","Marketing Specialist","Marketing","TRUE","TRUE","B-3255","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"felipem","Felipe","Martins","staff","Marketing Specialist","Marketing","TRUE","TRUE","B-3256","FALSE","","all-staff","Bulk","Bulk directory volume (Marketing)"
"johnev","John","Evans","staff","Marketing Specialist","Marketing","TRUE","TRUE","B-3257","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"heinrif","Heinrich","Fischer","contractors","IT Manager","Operations","TRUE","TRUE","B-3258","FALSE","wiki","contractors","Bulk","Bulk directory volume (Operations)"
"kirkj","Kirk","Nason","staff","Salesperson","Sales","TRUE","TRUE","B-3259","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"brianc","Brian","Cox","staff","Procurement Manager","Operations","TRUE","FALSE","B-3260","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"patricd","Patricia","Doyle","staff","Salesperson","Sales","TRUE","TRUE","B-3261","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"rong","Ron","Gabel","staff","Salesperson","Sales","TRUE","TRUE","B-3262","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"shmuely","Shmuel","Yair","staff","Salesperson","Sales","TRUE","TRUE","B-3263","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"phyllih","Phyllis","Harris","staff","Marketing Specialist","Marketing","TRUE","FALSE","B-3264","FALSE","","all-staff","Bulk","Bulk directory volume (Marketing)"
"jennyl","Jenny","Lysaker","staff","Salesperson","Sales","TRUE","TRUE","B-3265","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"jordaom","Jordao","Moreno","staff","Marketing Specialist","Marketing","TRUE","FALSE","B-3266","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"joshe","Josh","Edwards","staff","Salesperson","Sales","TRUE","TRUE","B-3267","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"chrisj","Chris","Johnson","staff","Marketing Specialist","Marketing","TRUE","TRUE","B-3268","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"krisj","Kris","Johnsen","staff","IT Manager","Operations","TRUE","TRUE","B-3269","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"chrisjoh","Chris","Johnson","contractors","Accountant","Accounting","TRUE","TRUE","B-3270","FALSE","wiki","contractors","Bulk","Bulk directory volume (Accounting)"
"chrisjohn","Chris","Johnson","staff","Senior Engineer","Engineering Operations","TRUE","TRUE","B-3271","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering Operations)"
"chrisjohns","Chris","Johnson","staff","Salesperson","Sales Engagement Management","TRUE","TRUE","B-3272","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales Engagement Management)"
"sarahc","Sarah","Chen","staff","Software Engineering Intern","Engineering","TRUE","TRUE","B-3273","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"jamesw2","James","Wilson","staff","Marketing Intern","Marketing","TRUE","TRUE","B-3274","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"emilyr","Emily","Rodriguez","staff","HR Intern","Human Resources","TRUE","TRUE","B-3275","FALSE","","all-staff","Bulk","Bulk directory volume (Human Resources)"
"robertt","Robert","Thompson","partners","Former Sales Manager","Sales","FALSE","TRUE","B-3276","FALSE","","partners","Bulk","Bulk directory volume (Sales)"
"michaeld","Michael","Davis","staff","Former Software Engineer","Engineering","FALSE","TRUE","B-3277","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"jenniferw","Jennifer","Williams","staff","Former Marketing Coordinator","Marketing","FALSE","TRUE","B-3278","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"davidb2","David","Brown","contractors","Former Junior Accountant","Accounting","FALSE","TRUE","B-3279","TRUE","wiki","contractors","Bulk","Bulk directory volume (Accounting)"
"lisamart","Lisa","Martinez","staff","Former Help Desk Technician","IT Support","FALSE","TRUE","B-3280","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (IT Support)"
"kevina","Kevin","Anderson","staff","Sales Representative","Sales","TRUE","TRUE","B-3281","FALSE","vpn;wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"susant","Susan","Taylor","staff","QA Engineer","Engineering","TRUE","TRUE","B-3282","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"markj","Mark","Johnson","staff","Project Coordinator","Project Management","TRUE","TRUE","B-3283","FALSE","","all-staff","Bulk","Bulk directory volume (Project Management)"
"nancyw","Nancy","White","staff","HR Specialist","Human Resources","TRUE","TRUE","B-3284","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Human Resources)"
"thomasw","Thomas","Wilson","staff","Former Operations Manager","Operations","FALSE","FALSE","B-3285","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"patriciag","Patricia","Garcia","staff","DevOps Engineer","Engineering","TRUE","TRUE","B-3286","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"jamesl","James","Lee","contractors","Former Senior Accountant","Accounting","FALSE","FALSE","B-3287","FALSE","wiki","contractors","Bulk","Bulk directory volume (Accounting)"
"mariar","Maria","Rodriguez","contractors","Marketing Analyst","Marketing","TRUE","FALSE","B-3288","TRUE","vpn;wiki","contractors","Bulk","Bulk directory volume (Marketing)"
"christopherm","Christopher","Miller","staff","Former Network Administrator","IT Support","FALSE","FALSE","B-3289","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (IT Support)"
"michellt","Michelle","Thompson","contractors","Account Executive","Sales","TRUE","TRUE","B-3290","FALSE","wiki","contractors","Bulk","Bulk directory volume (Sales)"
"josen","José","Niño","staff","Senior Network Engineer","Engineering","TRUE","FALSE","B-3291","FALSE","wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"bjorna","Björn","Åberg","staff","IT Systems Administrator","Operations","TRUE","TRUE","B-3292","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"francoisl","François","Lefèvre","staff","Financial Analyst","Accounting","TRUE","FALSE","B-3293","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Accounting)"
"reneed","Renée","Dubois","staff","Marketing Manager","Marketing","TRUE","FALSE","B-3294","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"zoem","Zoë","Müller","staff","HR Specialist","Human Resources","TRUE","TRUE","B-3295","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Human Resources)"
"larss","Lars","Sørensen","staff","Account Executive","Sales","TRUE","TRUE","B-3296","FALSE","","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"junyuj","俊誉","姜","staff","Site Reliability Engineer","Engineering","TRUE","TRUE","B-3297","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"taroy","太郎","𠮷田","staff","Build Engineer","Engineering","TRUE","FALSE","B-3298","FALSE","","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"dmitriyv","Дмитрий","Волков","staff","Infrastructure Engineer","Operations","TRUE","TRUE","B-3299","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Operations)"
"giorgosp","Γιώργος","Παπαδόπουλος","staff","Financial Analyst","Accounting","TRUE","TRUE","B-3300","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Accounting)"
"mohammeda","محمد","الأحمد","partners","Network Engineer","Operations","TRUE","TRUE","B-3301","FALSE","","partners","Bulk","Bulk directory volume (Operations)"
"josem","José","Marchetti","staff","Campaign Manager","Marketing","TRUE","TRUE","B-3302","FALSE","wiki","all-staff","Bulk","Bulk directory volume (Marketing)"
"irmaki","Irmak","Işık","staff","HR Advisor","Human Resources","TRUE","TRUE","B-3303","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Human Resources)"
"jurgenw","Jürgen","Weiß","staff","Account Executive","Sales","TRUE","TRUE","B-3304","FALSE","wiki","all-staff;sales","Bulk","Bulk directory volume (Sales)"
"sunitac","सुनीता","चौधरी","staff","Data Engineer","Engineering","TRUE","FALSE","B-3305","FALSE","vpn;wiki","all-staff;engineering","Bulk","Bulk directory volume (Engineering)"
"liw","丽","王","staff","Marketing Specialist","Marketing","TRUE","TRUE","B-3306","FALSE","","all-staff","Bulk","Bulk directory volume (Marketing)"
"yukon","優子","中村","partners","Accounts Payable Clerk","Accounting","TRUE","TRUE","B-3307","FALSE","","partners","Bulk","Bulk directory volume (Accounting)"
"olgas","Ольга","Соколова","staff","Recruiter","Human Resources","TRUE","TRUE","B-3308","FALSE","vpn;wiki","all-staff","Bulk","Bulk directory volume (Human Resources)"
